Seats,CRN,SUBJ,CRSE,TITLE,CR HRS,XLST CAP,ENR,LINK,XLST GROUP,SCHED TYPE,,CAMPUS,INSM,PRINT?,TIME,DAYS,BLDG,ROOM,OVERRIDE,INSTRUCTOR,,OVERALL CAP,OVERALL ENR,,,PTRM START,PTRM END,WL CAP,WL,WL REMAIN,NOTES,COMMENTS,COLL
"20","18193","CS","115","INTRO TO CS WITH PYTHON","1","20","0","","","A","","A","TRAD","Y","1000-1050AM","F","DRGS","2114","","VEERASAMY,ASHOK KUMAR","","","0","1","CLAS","24-AUG-24","06-DEC-24","20","0","20"
"25","18435","CS","115","INTRO TO CS WITH PYTHON","1","25","0","","","A","","A","TRAD","Y","1100-1150AM","F","DRGS","2114","","VEERASAMY,ASHOK KUMAR","","","0","1","CLAS","24-AUG-24","06-DEC-24","0","0","0"
"6","18894","CS","115","INTRO TO CS WITH PYTHON","1","6","0","","SC222","A","I","B","SYNC","Y"," 100- 150PM","F","WC2","","O","POLAWAR,NISHA","","30","0","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"30","18895","CS","115","INTRO TO CS WITH PYTHON","1","30","0","","SC222","A","I","E","SYNC","Y"," 100- 150PM","F","WC5","","O","POLAWAR,NISHA","","30","0","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"30","18896","CS","115","INTRO TO CS WITH PYTHON","1","30","0","","SC222","A","I","H","SYNC","Y"," 100- 150PM","F","WC7","","O","POLAWAR,NISHA","","30","0","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"6","19539","CS","115","INTRO TO CS WITH PYTHON","1","6","0","","SC191","A","I","B","SYNC","Y","1200-1250PM","F","WC2","","O","VEERASAMY,ASHOK KUMAR","","30","0","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"20","19540","CS","115","INTRO TO CS WITH PYTHON","1","20","0","","SC191","A","I","E","SYNC","Y","1200-1250PM","F","WC5","","O","VEERASAMY,ASHOK KUMAR","","30","0","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"10","19541","CS","115","INTRO TO CS WITH PYTHON","1","10","0","","SC191","A","I","H","SYNC","Y","1200-1250PM","F","WC7","","O","VEERASAMY,ASHOK KUMAR","","30","0","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"49","11262","CS","120G","INTRO INFO LITERACY & RESEARCH","3","50","1","P2","","30","","A","TRAD","Y"," 430- 545PM","MW","OCNPS","0100","","GUPTA,REKHA","","","1","1","CLAS","24-AUG-24","06-DEC-24","0","0","0"
"25","11264","CS","120G","INTRO INFORMATION LIT RECITATI","0","25","0","P3","","C","","A","TRAD","Y"," 530- 620PM","T","DRGS","2114","","GUPTA,REKHA","","","0","1","CLAS","24-AUG-24","06-DEC-24","0","0","0"
"24","11390","CS","120G","INTRO INFORMATION LIT RECITATI","0","25","1","P3","","C","","A","TRAD","Y"," 430- 520PM","T","DRGS","2114","O","GUPTA,REKHA","","","1","1","CLAS","24-AUG-24","06-DEC-24","0","0","0"
"6","12576","CS","120G","INTRO INFO LITERACY & RSCH","3","8","2","J2","SC093","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,REKHA","","40","2","1","ASYN","24-AUG-24","06-DEC-24","20","0","20"
"38","12579","CS","120G","INTRO INFO LITERACY & RSCH","3","40","0","K2","SC093","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,REKHA","","40","2","1","ASYN","24-AUG-24","06-DEC-24","20","0","20"
"38","12580","CS","120G","INTRO INFO LITERACY & RSCH","3","40","0","L2","SC093","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,REKHA","","40","2","1","ASYN","24-AUG-24","06-DEC-24","20","0","20"
"3","12581","CS","120G","INTRO INFO LIT & RSCH REC","0","4","1","J3","SC090","C","I","B","SYNC","Y"," 725- 815PM","T","WC2","","","GUPTA,REKHA","","20","1","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"19","12582","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","K3","SC090","C","I","E","SYNC","Y"," 725- 815PM","T","WC5","","O","GUPTA,REKHA","","20","1","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"19","12583","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","L3","SC090","C","I","H","SYNC","Y"," 725- 815PM","T","WC7","","O","GUPTA,REKHA","","20","1","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"4","12584","CS","120G","INTRO INFO LIT & RSCH REC","0","5","1","J3","SC037","C","I","B","SYNC","Y"," 725- 815PM","W","WC2","","","GUPTA,REKHA","","25","1","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"20","12585","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","K3","SC037","C","I","E","SYNC","Y"," 725- 815PM","W","WC5","","O","GUPTA,REKHA","","25","1","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"20","12586","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","L3","SC037","C","I","H","SYNC","Y"," 725- 815PM","W","WC7","","O","GUPTA,REKHA","","25","1","1","SYNC","24-AUG-24","06-DEC-24","20","0","20"
"37","11265","CS","121G","INTRO INFO LIT & RSCH FOR SCI","3","40","3","Q2","","30","","A","TRAD","Y"," 725- 840PM","MW","DRGS","1117","","SYMPSON,WILLIAM","","","3","1","CLAS","24-AUG-24","06-DEC-24","0","0","0"
"23","11277","CS","121G","INTRO INFO LIT-SCI RECITATION","0","25","2","Q3","","C","","A","TRAD","Y"," 630- 720PM","R","DRGS","2114","","SYMPSON,WILLIAM","","","2","1","CLAS","24-AUG-24","06-DEC-24","0","0","0"
"24","11278","CS","121G","INTRO INFO LIT-SCI RECITATION","0","25","1","Q3","","C","","A","TRAD","Y"," 100- 150PM","F","DRGS","2114","","SYMPSON,WILLIAM","","","1","1","CLAS","24-AUG-24","06-DEC-24","0","0","0"
"31","11398","CS","121G","INTRO INFO LIT & RSCH FOR SCI","3","40","9","R2","","30","","A","TRAD","Y"," 600- 715PM","MW","DRGS","1117","O","SYMPSON,WILLIAM","","","9","1","CLAS","24-AUG-24","06-DEC-24","0","0","0"
