Seats,CRN,SUBJ,CRSE,TITLE,CR HRS,XLST CAP,ENR,LINK,XLST GROUP,SCHED TYPE,,CAMPUS,INSM,PRINT?,TIME,DAYS,BLDG,ROOM,OVERRIDE,INSTRUCTOR,,OVERALL CAP,OVERALL ENR,,,PTRM START,PTRM END,WL CAP,WL,WL REMAIN,NOTES,COMMENTS,COLL
"14","32193","CS","112","INFO LIT FORMER ENGN MAJORS","1","25","10","","SC201","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,REKHA","","25","11","1","ASYN","13-MAY-24","22-JUN-24","20","0","20"
"14","32194","CS","112","INFO LIT FORMER ENGN MAJORS","1","25","1","","SC201","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,REKHA","","25","11","1","ASYN","13-MAY-24","22-JUN-24","20","0","20"
"14","32195","CS","112","INFO LIT FORMER ENGN MAJORS","1","25","0","","SC201","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,REKHA","","25","11","1","ASYN","13-MAY-24","22-JUN-24","20","0","20"
"30","31484","CS","120G","INTRO INFO LITERACY & RSCH (A)","3","30","0","A2","SC167","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,REKHA","","30","0","1","ASYN","13-MAY-24","22-JUN-24","20","0","20"
"30","31485","CS","120G","INTRO INFO LITERACY & RSCH (A)","3","30","0","B2","SC167","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,REKHA","","30","0","1","ASYN","13-MAY-24","22-JUN-24","20","0","20"
"30","31486","CS","120G","INTRO INFO LITERACY & RSCH (A)","3","30","0","C2","SC167","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,REKHA","","30","0","1","ASYN","13-MAY-24","22-JUN-24","20","0","20"
"30","31487","CS","120G","INTR INFO LITERCY&RSCH REC (A)","0","30","0","A3","SC170","C","I","B","SYNC","Y"," 600- 650PM","M","WC2","","","GUPTA,REKHA","","30","0","1","SYNC","13-MAY-24","22-JUN-24","20","0","20"
"30","31488","CS","120G","INTR INFO LITERCY&RSCH REC (A)","0","30","0","B3","SC170","C","I","E","SYNC","Y"," 600- 650PM","M","WC5","","O","GUPTA,REKHA","","30","0","1","SYNC","13-MAY-24","22-JUN-24","20","0","20"
"30","31489","CS","120G","INTR INFO LITERCY&RSCH REC (A)","0","30","0","C3","SC170","C","I","H","SYNC","Y"," 600- 650PM","M","WC7","","O","GUPTA,REKHA","","30","0","1","SYNC","13-MAY-24","22-JUN-24","20","0","20"
"30","31490","CS","120G","INTRO INFO LITERACY & RSCH (B)","3","30","0","L2","SC172","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,REKHA","","30","0","2","ASYN","24-JUN-24","03-AUG-24","20","0","20"
"30","31491","CS","120G","INTRO INFO LITERACY & RSCH (B)","3","30","0","M2","SC172","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,REKHA","","30","0","2","ASYN","24-JUN-24","03-AUG-24","20","0","20"
"30","31492","CS","120G","INTRO INFO LITERACY & RSCH (B)","3","30","0","N2","SC172","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,REKHA","","30","0","2","ASYN","24-JUN-24","03-AUG-24","20","0","20"
"30","31493","CS","120G","INTR INFO LITERCY&RSCH REC (B)","0","30","0","L3","SC182","C","I","B","SYNC","Y"," 600- 650PM","M","WC2","","","GUPTA,REKHA","","30","0","2","SYNC","24-JUN-24","03-AUG-24","20","0","20"
"30","31494","CS","120G","INTR INFO LITERCY&RSCH REC (B)","0","30","0","M3","SC182","C","I","E","SYNC","Y"," 600- 650PM","M","WC5","","O","GUPTA,REKHA","","30","0","2","SYNC","24-JUN-24","03-AUG-24","20","0","20"
"30","31495","CS","120G","INTRO INFO LITERACY & RESEARCH","0","30","0","N3","SC182","C","I","H","SYNC","Y"," 600- 650PM","M","WC7","","O","GUPTA,REKHA","","30","0","2","SYNC","24-JUN-24","03-AUG-24","20","0","20"
"3","31988","CS","121G","INTR INFO LIT/RSCH FOR SCI (D)","3","30","24","A2","SC208","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,AJAY","","30","27","1","ASYN","13-MAY-24","22-JUN-24","20","0","20"
"3","31989","CS","121G","INTR INFO LIT/RSCH FOR SCI (D)","3","30","3","B2","SC208","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,AJAY","","30","27","1","ASYN","13-MAY-24","22-JUN-24","20","0","20"
"3","31990","CS","121G","INTR INFO LIT/RSCH FOR SCI (D)","3","30","0","C2","SC208","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,AJAY","","30","27","1","ASYN","13-MAY-24","22-JUN-24","20","0","20"
"3","31991","CS","121G","INTR INFO LIT/RSCH SCI REC (D)","0","30","24","A3","SC191","C","I","B","SYNC","Y"," 600- 650PM","M","WC2","","","GUPTA,AJAY","","30","27","1","SYNC","13-MAY-24","22-JUN-24","20","0","20"
"3","31992","CS","121G","INTR INFO LIT/RSCH SCI REC (D)","0","30","3","B3","SC191","C","I","E","SYNC","Y"," 600- 650PM","M","WC5","","O","GUPTA,AJAY","","30","27","1","SYNC","13-MAY-24","22-JUN-24","20","0","20"
"3","31993","CS","121G","INTR INFO LIT/RSCH SCI REC (D)","0","30","0","C3","SC191","C","I","H","SYNC","Y"," 600- 650PM","M","WC7","","O","GUPTA,AJAY","","30","27","1","SYNC","13-MAY-24","22-JUN-24","20","0","20"
"22","31994","CS","121G","INTR INFO LIT/RSCH FOR SCI (C)","3","30","7","D2","SC183","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,AJAY","","30","8","2","ASYN","24-JUN-24","03-AUG-24","20","0","20"
"22","31995","CS","121G","INTR INFO LIT/RSCH FOR SCI (C)","3","30","0","E2","SC183","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,AJAY","","30","8","2","ASYN","24-JUN-24","03-AUG-24","20","0","20"
"22","31996","CS","121G","INTR INFO LIT/RSCH FOR SCI (C)","3","30","1","F2","SC183","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,AJAY","","30","8","2","ASYN","24-JUN-24","03-AUG-24","20","0","20"
"22","31997","CS","121G","INTR INFO LIT/RSCH SCI REC (C)","0","30","7","D3","SC192","C","I","B","SYNC","Y"," 600- 650PM","M","WC2","","","GUPTA,AJAY","","30","8","2","SYNC","24-JUN-24","03-AUG-24","20","0","20"
"22","31998","CS","121G","INTR INFO LIT/RSCH SCI REC (C)","0","30","0","E3","SC192","C","I","E","SYNC","Y"," 600- 650PM","M","WC5","","O","GUPTA,AJAY","","30","8","2","SYNC","24-JUN-24","03-AUG-24","20","0","20"
