Seats,CRN,SUBJ,CRSE,TITLE,CR HRS,XLST CAP,ENR,LINK,XLST GROUP,SCHED TYPE,,CAMPUS,INSM,PRINT?,TIME,DAYS,BLDG,ROOM,OVERRIDE,INSTRUCTOR,,OVERALL CAP,OVERALL ENR,,,PTRM START,PTRM END,WL CAP,WL,WL REMAIN,NOTES,COMMENTS,COLL
"20","28501","CS","115","INTRO TO CS WITH PYTHON","1","30","10","","","A","","A","TRAD","Y","1000-1050AM","F","DRGS","2114","","VEERASAMY,ASHOK KUMAR","","","10","1","CLAS","06-JAN-24","22-APR-24","10","0","10"
"18","28502","CS","115","INTRO TO CS WITH PYTHON","1","30","12","","","A","","A","TRAD","Y"," 100- 150PM","F","DRGS","2114","","POLAWAR,NISHA","","","12","1","CLAS","06-JAN-24","22-APR-24","10","0","10"
"3","28651","CS","115","INTRO TO CS WITH PYTHON","1","6","3","","SC450","A","I","B","SYNC","Y","1100-1150AM","F","WC2","","O","VEERASAMY,ASHOK KUMAR","","30","5","1","SYNC","06-JAN-24","22-APR-24","20","0","20"
"25","28652","CS","115","INTRO TO CS WITH PYTHON","1","30","2","","SC450","A","I","E","SYNC","Y","1100-1150AM","F","WC5","","O","VEERASAMY,ASHOK KUMAR","","30","5","1","SYNC","06-JAN-24","22-APR-24","20","0","20"
"25","28653","CS","115","INTRO TO CS WITH PYTHON","1","30","0","","SC450","A","I","H","SYNC","Y","1100-1150AM","F","WC7","","O","VEERASAMY,ASHOK KUMAR","","30","5","1","SYNC","06-JAN-24","22-APR-24","20","0","20"
"0","32857","CS","115","INTRO TO CS WITH PYTHON","1","0","0","","SC450","A","S","A","TRAD","N","1100-1150AM","F","DRGS","2114","O","VEERASAMY,ASHOK KUMAR","","30","5","1","CLAS","06-JAN-24","22-APR-24","10","0","10"
"25","21629","CS","120G","INTRO INFO LIT & RSRCH REC (C)","0","25","0","P3","","C","","A","REC","Y","1100-1150AM","R","DRGS","2114","","GUPTA,REKHA","","","0","1","CLAS","06-JAN-24","22-APR-24","0","0","0"
"50","22094","CS","120G","INTR INFO LITERACY & RSRCH (C)","3","50","0","P2","","30","","A","TRAD","Y"," 430- 545PM","MW","OCNPS","0100","","GUPTA,REKHA","","","0","1","CLAS","06-JAN-24","22-APR-24","0","0","0"
"25","22095","CS","120G","INTRO INFO LIT & RSRCH REC (C)","0","25","0","P3","","C","","A","REC","Y"," 900- 950AM","T","DRGS","2114","","GUPTA,REKHA","","","0","1","CLAS","06-JAN-24","22-APR-24","0","0","0"
"25","22096","CS","120G","INTRO INFO LIT & RSRCH REC (C)","0","25","0","P3","","C","","A","REC","Y"," 130- 220PM","T","DRGS","2114","","GUPTA,REKHA","","","0","1","CLAS","06-JAN-24","22-APR-24","0","0","0"
"8","23382","CS","120G","INTR INFO LITERACY & RSRCH (A)","3","8","0","A2","SC065","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,REKHA","","40","1","1","ASYN","06-JAN-24","22-APR-24","20","0","20"
"30","23383","CS","120G","INTR INFO LITERACY & RSRCH (A)","3","30","0","B2","SC065","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,REKHA","","40","1","1","ASYN","06-JAN-24","22-APR-24","20","0","20"
"19","23384","CS","120G","INTR INFO LITERACY & RSRCH (A)","3","20","1","C2","SC065","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,REKHA","","40","1","1","ASYN","06-JAN-24","22-APR-24","20","0","20"
"4","23385","CS","120G","INTR INFO LITRCY&RSRCH REC (A)","0","4","0","A3","SC188","C","I","B","SYNC","Y"," 600- 650PM","T","WC2","","","GUPTA,REKHA","","20","0","1","SYNC","06-JAN-24","22-APR-24","20","0","20"
"15","23386","CS","120G","INTR INFO LITRCY&RSRCH REC (A)","0","15","0","B3","SC188","C","I","E","SYNC","Y"," 600- 650PM","T","WC5","","O","GUPTA,REKHA","","20","0","1","SYNC","06-JAN-24","22-APR-24","20","0","20"
"10","23387","CS","120G","INTR INFO LITRCY&RSRCH REC (A)","0","10","0","C3","SC188","C","I","H","SYNC","Y"," 600- 650PM","T","WC7","","O","GUPTA,REKHA","","20","0","1","SYNC","06-JAN-24","22-APR-24","20","0","20"
"4","23628","CS","120G","INTR INFO LITERACY & RSRCH (A)","0","4","0","A3","SC064","C","I","B","SYNC","Y"," 600- 650PM","R","WC2","","","GUPTA,REKHA","","20","1","1","SYNC","06-JAN-24","22-APR-24","20","0","20"
"15","23629","CS","120G","INTR INFO LITERACY & RSRCH (A)","0","15","0","B3","SC064","C","I","E","SYNC","Y"," 600- 650PM","R","WC5","","O","GUPTA,REKHA","","20","1","1","SYNC","06-JAN-24","22-APR-24","20","0","20"
"9","23630","CS","120G","INTR INFO LITERACY & RSRCH (A)","0","10","1","C3","SC064","C","I","H","SYNC","Y"," 600- 650PM","R","WC7","","O","GUPTA,REKHA","","20","1","1","SYNC","06-JAN-24","22-APR-24","20","0","20"
